source,target,stock
JP,MY,9099
JP,MX,2199
JP,NL,1087
JP,NZ,3548
JP,NG,2800
JP,NO,474
JP,PK,12695
JP,PE,55469
JP,PH,238797
JP,PL,1240
JP,PT,485
JP,KR,593449
JP,RU,8573
JP,SG,2541
JP,ES,2348
JP,LK,10494
JP,SE,1970
JP,CH,1102
JP,TH,47047
JP,GB,16990
JP,US,57066
JP,VN,82482
KE,BI,4321
KE,CD,11231
KE,ER,2115
KE,ET,36692
KE,MZ,597
KE,NA,67
KE,RW,6296
KE,SO,485864
KE,ZA,111
KE,SS,91862
KE,SD,7573
KE,UG,332008
KE,TZ,39721
KG,AM,2332
KG,AZ,4584
KG,BY,9748
KG,CN,265
KG,KP,1741
KG,EE,561
KG,FI,113
KG,GE,3204
KG,DE,1783
KG,KZ,12681
KG,LV,883
KG,LT,2596
KG,PL,3147
KG,KR,228
KG,MD,2606
KG,RO,472
KG,RU,109517
KG,TJ,2160
KG,TR,1029
KG,TM,980
KG,UA,26235
KG,UZ,8999
KG,VN,104
KH,AU,119
KH,CA,43
KH,CN,1566
KH,HK,119
KH,KP,43
KH,FR,283
KH,DE,39
KH,IN,98
KH,ID,108
KH,IT,15
KH,JP,128
KH,LA,268
KH,MY,177
KH,MM,53
KH,NP,46
KH,NL,30
KH,PK,42
KH,PH,156
KH,KR,57
KH,RU,30
KH,SG,126
KH,LK,48
KH,TH,31791
KH,GB,94
KH,US,201
KH,VN,37601
KI,AU,84
KI,FJ,514
KI,NR,1522
KI,NZ,55
KI,TV,302
KI,GB,8
KI,US,41
KM,FR,482
KM,KE,76
KM,MG,9651
KM,RE,850
KM,TZ,145
KN,AG,411
KN,BS,24
KN,BB,97
KN,VG,247
KN,DM,203
KN,GD,58
KN,GY,792
KN,JM,143
KN,MS,438
KN,LC,103
KN,VC,171
KN,TT,271
KN,VI,624
KP,AU,204
KP,BD,153
KP,BR,2807
KP,CA,334
KP,CN,28877
KP,HK,165
KP,IN,366
KP,ID,1428
KP,JP,212
KP,MY,197
KP,PK,171
KP,PE,527
KP,PH,2954
KP,KR,5411
KP,RU,146
KP,LK,154
KP,TH,568
KP,GB,307
KP,US,1038
KP,VN,758
KR,AU,5028
KR,BD,10855
KR,KH,13600
KR,CA,17431
KR,CN,614012
KR,FR,2339
KR,DE,1804
KR,IN,5536
KR,ID,31983
KR,JP,22661
KR,KZ,1433
KR,KG,1907
KR,MY,1387
KR,MN,25374
KR,MM,4437
KR,NP,10728
KR,NZ,2229
KR,NG,1495
KR,PK,9703
KR,PH,46057
KR,RU,4500
KR,ZA,1938
KR,LK,20239
KR,TH,32128
KR,GB,4810
KR,US,67133
KR,UZ,24197
KR,VN,114462
KW,AF,2908
KW,BH,1413
KW,BD,381669
KW,TD,1422
KW,EG,422823
KW,ER,5149
KW,ET,3917
KW,FR,5241
KW,IN,1157072
KW,ID,108415
KW,JO,54923
KW,LB,12567
KW,MA,3045
KW,NP,24713
KW,NL,1067
KW,NG,4839
KW,PK,340481
KW,PH,197751
KW,QA,678
KW,SA,2263
KW,SO,3452
KW,SS,1880
KW,LK,39837
KW,PS,15532
KW,SD,49611
KW,SY,23255
KW,TH,4092
KW,TN,1944
KW,TR,13400
KW,AE,26875
KW,GB,10237
KW,US,5190
KW,YE,70975
KY,AR,11
KY,AU,174
KY,AT,47
KY,BS,172
KY,BB,170
KY,BE,11
KY,BZ,327
KY,BM,31
KY,BR,66
KY,CA,1349
KY,JE,14
KY,CO,390
KY,CR,121
KY,CU,704
KY,CW,11
KY,DK,17
KY,DO,61
KY,FI,9
KY,FR,35
KY,DE,127
KY,GD,15
KY,GY,312
KY,HT,17
KY,HN,1705
KY,IN,541
KY,IR,9
KY,IE,215
KY,IL,11
KY,IT,85
KY,JM,9598
KY,JP,19
KY,KE,33
KY,MY,17
KY,MX,37
KY,NL,35
KY,NZ,53
KY,NI,368
KY,NE,27
KY,NG,9
KY,PK,102
KY,PA,127
KY,PE,14
KY,PH,1753
KY,PR,45
KY,LC,9
KY,VC,29
KY,ZA,35
KY,ES,27
KY,CH,75
KY,TH,51
KY,TT,292
KY,GB,1995
KY,TZ,14
KY,US,2676
KY,VE,33
KY,ZM,9
KY,ZW,17
KZ,AM,9371
KZ,AZ,49582
KZ,BY,70858
KZ,BG,4369
KZ,CN,2215
KZ,KP,63135
KZ,EE,1140
KZ,GE,3356
KZ,DE,223789
KZ,GR,8041
KZ,KG,6901
KZ,LV,1140
KZ,LT,4495
KZ,PL,29952
KZ,KR,32711
KZ,MD,12348
KZ,RU,2411227
KZ,TJ,16210
KZ,TR,48062
KZ,TM,1076
KZ,UA,346445
KZ,UZ,288745
LA,AU,52
LA,KH,3568
LA,CN,13951
LA,MM,259
LA,TH,3428
LA,VN,19716
LB,BH,109
LB,BD,2994
LB,CN,2387
LB,EG,81924
LB,FR,102
LB,DE,184
LB,HU,151
LB,IN,1521
LB,ID,2682
LB,IQ,118659
LB,IL,404
LB,JO,473
LB,KW,193
LB,LY,250
LB,MA,154
LB,OM,164
LB,PK,837
LB,PH,989
LB,RU,154
LB,SA,1296
LB,SS,70
LB,LK,3215
LB,PS,506966
LB,SD,578
LB,SY,1209286
LB,TR,263
LB,UA,102
LB,GB,208
LB,US,674
LB,YE,613
LC,AI,37
LC,AG,119
LC,AW,17
LC,AU,16
LC,BS,13
LC,BB,785
LC,BZ,1
LC,BM,6
LC,BR,12
LC,VG,4
LC,CA,258
LC,KY,4
LC,CN,49
LC,CU,24
LC,DM,231
LC,DO,48
LC,ET,4
LC,FR,74
LC,GF,306
LC,DE,74
LC,GH,24
LC,GD,160
LC,GP,44
LC,GT,4
LC,GY,1992
LC,IN,119
LC,IT,16
LC,JM,188
LC,JP,26
LC,LB,9
LC,MQ,479
LC,MX,9
LC,MS,31
LC,NL,20
LC,NZ,1
LC,NG,13
LC,PK,17
LC,PA,28
LC,PR,16
LC,KN,44
LC,VC,439
LC,ZA,9
LC,SR,42
LC,SY,28
LC,TT,787
LC,GB,980
LC,US,669
LC,VI,20
LC,VE,63
LC,ZW,1
LI,AR,26
LI,AT,4011
LI,BE,42
LI,BA,323
LI,BR,176
LI,BG,12
LI,CN,79
LI,CO,37
LI,HR,130
LI,CZ,60
LI,DK,16
LI,DO,71
LI,EE,2
LI,FI,6
LI,FR,130
LI,DE,1877
LI,GR,48
LI,HU,69
LI,IS,2
LI,IN,26
LI,IE,17
LI,IT,912
LI,LA,36
LI,LU,4
LI,MX,25
LI,ME,3
LI,NL,78
LI,NO,6
LI,PH,40
LI,PL,60
LI,PT,440
LI,RO,32
LI,RU,52
LI,RS,153
LI,SK,36
LI,SI,118
LI,ZA,31
LI,ES,283
LI,SE,26
LI,CH,13339
LI,MK,90
LI,TH,87
LI,TN,22
LI,TR,646
LI,UA,38
LI,GB,72
LI,US,135
LK,AF,132
LK,AU,475
LK,BH,403
LK,BD,674
LK,BT,233
LK,CA,252
LK,CN,2482
LK,CY,252
LK,EG,131
LK,FI,61
LK,FR,301
LK,DE,561
LK,GR,90
LK,HT,37
LK,IN,10814
LK,ID,324
LK,IR,104
LK,IQ,40
LK,IL,55
LK,IT,5170
LK,JP,849
LK,JO,277
LK,KW,1755
LK,LB,741
LK,LY,40
LK,MY,925
LK,MV,1409
LK,NP,344
LK,NZ,111
LK,NO,117
LK,OM,332
LK,PK,829
LK,PT,33
LK,QA,276
LK,KR,611
LK,RU,150
LK,SA,1417
LK,SC,25
LK,SG,612
LK,ZA,263
LK,ES,35
LK,SE,130
LK,CH,291
LK,SY,73
LK,TH,277
LK,TR,45
LK,AE,1689
LK,GB,1193
LK,US,613
LR,BJ,24
LR,BF,219
LR,CA,48
LR,CI,20090
LR,FR,58
LR,GM,707
LR,DE,184
LR,GH,8439
LR,GN,30157
LR,GW,451
LR,IN,708
LR,IT,49
LR,LB,865
LR,ML,1260
LR,NL,58
LR,NE,224
LR,NG,4896
LR,SN,339
LR,SL,18900
LR,ES,56
LR,SE,223
LR,CH,29
LR,TG,362
LR,GB,227
LR,US,448
LS,BW,110
LS,CN,124
LS,GH,91
LS,IN,234
LS,MW,36
LS,MZ,23
LS,NA,4
LS,PK,234
LS,ZA,2680
LS,SZ,36
LS,UG,140
LS,TZ,87
LS,US,91
LS,ZM,70
LS,ZW,70
LT,AF,19
LT,AR,52
LT,AM,526
LT,AU,34
LT,AT,46
LT,AZ,800
LT,BY,32093
LT,BE,159
LT,BR,55
LT,BG,65
LT,CA,28
LT,CN,46
LT,CY,25
LT,CZ,73
LT,DK,275
LT,EG,44
LT,EE,743
LT,FI,78
LT,FR,260
LT,GE,561
LT,DE,1386
LT,GR,44
LT,HU,89
LT,IS,42
LT,IR,64
LT,IE,1136
LT,IL,30
LT,IT,262
LT,JP,22
LT,KZ,4163
LT,KG,352
LT,LV,5174
LT,LB,40
LT,MN,58
LT,NL,101
LT,NG,22
LT,NO,886
LT,PK,49
LT,PL,2042
LT,PT,45
LT,MD,551
LT,RO,165
LT,RU,54519
LT,SK,26
LT,ES,510
LT,SE,238
LT,CH,39
LT,TJ,304
LT,TR,58
LT,TM,224
LT,UA,11215
LT,AE,21
LT,GB,3026
LT,US,558
LT,UY,20
LT,UZ,879
LT,VN,31
LU,AL,318
LU,DZ,105
LU,AR,40
LU,AU,81
LU,AT,1026
LU,BD,33
LU,BY,43
LU,BE,21008
LU,BA,2569
LU,BR,316
LU,BG,931
LU,CV,1714
LU,CM,63
LU,CA,251
LU,CL,61
LU,CN,1117
LU,CO,26
LU,HR,438
LU,CU,22
LU,CY,66
LU,CZ,962
LU,CD,102
LU,DK,2690
LU,DM,123
LU,DO,37
LU,EG,26
LU,EE,558
LU,FI,1382
LU,FR,38384
LU,DE,15056
LU,GR,1934
LU,HU,1152
LU,IS,348
LU,IN,205
LU,IR,246
LU,IE,1725
LU,IL,42
LU,IT,21877
LU,JP,297
LU,LV,518
LU,LB,37
LU,LT,635
LU,MY,26
LU,MT,287
LU,MU,55
LU,MX,28
LU,ME,9065
LU,MA,260
LU,NP,33
LU,NL,4734
LU,NZ,22
LU,NO,184
LU,PE,104
LU,PH,201
LU,PL,3341
LU,PT,100460
LU,KR,50
LU,RO,1844
LU,RU,414
LU,RW,26
LU,SN,33
LU,RS,6282
LU,SK,751
LU,SI,511
LU,ZA,47
LU,ES,4241
LU,SE,2185
LU,CH,564
LU,MK,365
LU,TH,183
LU,TN,143
LU,TR,212
LU,UA,184
LU,GB,6946
LU,US,1162
LU,VE,26
LU,VN,118
LV,AF,19
LV,AL,4
LV,DZ,13
LV,AR,17
LV,AM,748
LV,AU,134
LV,AT,115
LV,AZ,1974
LV,BD,5
LV,BY,44485
LV,BE,93
LV,BA,4
LV,BR,30
LV,BG,436
LV,CA,120
LV,CL,3
LV,CN,185
LV,CO,7
LV,HR,4
LV,CU,45
LV,CY,17
LV,CZ,201
LV,KP,10
LV,DK,233
LV,EG,33
LV,EE,2793
LV,FI,224
LV,FR,268
LV,GE,1309
LV,DE,2513
LV,GR,27
LV,HU,197
LV,IS,31
LV,IN,82
LV,ID,1
LV,IR,30
LV,IQ,8
LV,IE,617
LV,IL,94
LV,IT,256
LV,JP,11
LV,JO,4
LV,KZ,5728
LV,KE,1
LV,KW,1
LV,KG,800
LV,LB,38
LV,LY,4
LV,LT,16418
LV,LU,9
LV,MY,2
LV,MT,7
LV,MX,35
LV,MN,103
LV,MA,8
LV,NP,10
LV,NL,108
LV,NZ,10
LV,NG,9
LV,NO,155
LV,PK,28
LV,PE,5
LV,PH,3
LV,PL,1000
LV,PT,41
LV,KR,30
LV,MD,1655
LV,RO,251
LV,RU,132814
LV,RS,4
LV,SG,3
LV,SK,44
LV,SI,8
LV,SO,3
LV,ZA,9
LV,ES,158
LV,LK,31
LV,SE,363
LV,CH,73
LV,SY,15
LV,TJ,542
LV,TH,9
LV,TR,85
LV,TM,578
LV,UA,34697
LV,AE,6
LV,GB,1111
LV,US,577
LV,UZ,1863
LV,VE,28
LV,VN,7
LV,ZW,2
LY,AF,327
LY,AL,307
LY,DZ,3669
LY,AM,260
LY,AU,764
LY,AT,768
LY,BH,989
LY,BD,1277
LY,BY,778
LY,BE,690
LY,BA,336
LY,BR,260
LY,CA,2913
LY,TD,879
LY,CN,3142
LY,KM,4391
LY,CG,411
LY,CI,609
LY,CD,443
LY,DK,787
LY,DJ,1456
LY,EG,21474
LY,SV,723
LY,ER,2027
LY,ET,1872
LY,FI,848
LY,FR,5139
LY,DE,7186
LY,GH,627
LY,GR,2675
LY,GW,316
LY,HU,345
LY,IN,4950
LY,ID,13356
LY,IR,420
LY,IQ,70010
LY,IT,6839
LY,JP,1027
LY,JO,20865
LY,KZ,819
LY,KE,342
LY,KW,11041
LY,LB,11314
LY,MY,8098
LY,ML,345
LY,MR,364
LY,MC,282
LY,MA,5008
LY,NL,1809
LY,NE,364
LY,NG,2913
LY,NO,342
LY,OM,1730
LY,PK,2514
LY,PH,4508
LY,PL,693
LY,QA,1445
LY,KR,731
LY,RO,609
LY,RU,7408
LY,SA,36268
LY,SN,1145
LY,SL,242
LY,SG,683
LY,SO,106880
LY,ZA,661
LY,SS,1815
LY,ES,742
LY,LK,375
LY,PS,292545
LY,SD,14751
LY,SE,764
LY,CH,952
LY,SY,28383
LY,TJ,693
LY,TH,2913
LY,TN,3153
LY,TR,2591
LY,TM,242
LY,UA,893
LY,AE,2837
LY,GB,7393
LY,TZ,269
LY,US,10106
LY,UZ,384
LY,YE,21905
MA,DZ,13771
MA,BE,1437
MA,CG,1927
MA,EG,1904
MA,FR,36129
MA,DE,1476
MA,GN,1008
MA,IQ,1756
MA,IT,1943
MA,LB,1383
MA,LY,1204
MA,MR,1632
MA,SN,1850
MA,ES,4200
MA,SY,2098
MA,TN,2643
MA,GB,1243
MA,US,1872
MC,FR,6435
MC,IT,4468
MD,AZ,964
MD,BY,3259
MD,BG,118
MD,CZ,133
MD,GE,913
MD,DE,880
MD,GR,78
MD,HU,178
MD,IL,79
MD,IT,239
MD,KZ,5079
MD,MN,90
MD,PL,203
MD,PT,102
MD,RO,1322
MD,RU,58073
MD,TR,180
MD,UA,62728
MD,UZ,1035
ME,AL,2368
ME,AU,117
ME,AT,221
ME,BA,29462
ME,BG,67
ME,CA,59
ME,HR,14055
ME,CZ,103
ME,DK,83
ME,FR,383
ME,DE,1613
ME,GR,48
ME,HU,40
ME,IT,179
ME,LU,85
ME,NL,133
ME,PL,84
ME,RO,91
ME,RU,795
ME,RS,14992
ME,SK,48
ME,SI,1390
ME,SE,129
ME,CH,182
ME,MK,2852
ME,TR,75
ME,UA,121
ME,GB,88
ME,US,272
MG,CN,2088
MG,KM,11557
MG,FR,9443
MG,IN,1668
MH,CN,318
MH,FJ,118
MH,KI,275
MH,FM,242
MH,PH,542
MH,US,1433
MK,AL,67924
MK,BA,8729
MK,BG,1073
MK,HR,1435
MK,CZ,53
MK,EG,1967
MK,DE,42
MK,GR,233
MK,HU,81
MK,IT,37
MK,ME,9246
MK,PL,100
MK,RO,23
MK,RU,215
MK,RS,17963
MK,SK,36
MK,SI,256
MK,TR,19958
MK,UA,64
ML,DZ,4524
ML,AO,543
ML,BJ,4240
ML,BF,25138
ML,CM,4629
ML,CF,2211
ML,CN,613
ML,CG,31496
ML,CI,21168
ML,FR,19165
ML,GA,34946
ML,GM,4651
ML,GH,19505
ML,GN,18665
ML,LR,4588
ML,MR,18063
ML,NE,4013
ML,NG,12442
ML,RU,749
ML,SN,5780
ML,SL,9608
ML,TG,6991
ML,US,1815
MM,BD,1042
MM,CN,34276
MM,IN,26688
MM,PK,3029
MN,AU,214
MN,AT,15
MN,BG,15
MN,CA,137
MN,CN,9683
MN,CZ,16
MN,KP,579
MN,FI,4
MN,FR,75
MN,DE,167
MN,HU,10
MN,IN,101
MN,IE,8
MN,IT,19
MN,JP,381
MN,KZ,193
MN,LA,1
MN,PK,19
MN,PH,157
MN,PL,12
MN,KR,1697
MN,RU,2758
MN,SK,4
MN,CH,19
MN,MK,4
MN,TR,204
MN,GB,89
MN,US,732
MN,UY,1
MN,VN,254
MO,CN,290609
MO,HK,22817
MO,PH,12243
MO,PT,1616
MO,TH,991
MP,BD,372
MP,CN,2607
MP,GU,730
MP,JP,539
MP,MH,46
MP,FM,1121
MP,NP,125
MP,PW,567
MP,PH,11110
MP,PR,916
MP,KR,1444
MP,US,1256
MQ,DZ,101
MQ,BE,130
MQ,BR,75
MQ,CN,155
MQ,DM,420
MQ,DO,137
MQ,FR,46976
MQ,GF,1802
MQ,GP,5446
MQ,HT,1763
MQ,IT,82
MQ,RE,412
MQ,LC,2025
MQ,SY,154
MQ,GB,152
MR,DZ,1652
MR,AR,66
MR,BE,60
MR,BJ,557
MR,BR,160
MR,CM,396
MR,CA,50
MR,TD,51
MR,CN,159
MR,CI,467
MR,CD,91
MR,EG,227
MR,GA,84
MR,GH,208
MR,GN,3140
MR,GW,1216
MR,IQ,113
MR,IT,54
MR,KW,31
MR,LB,119
MR,LY,139
MR,ML,105674
MR,MA,345
MR,NE,151
MR,KR,69
MR,RU,60
MR,SA,308
MR,SN,17829
MR,ES,84
MR,PS,162
MR,SY,182
MR,TG,145
MR,TN,250
MR,AE,68
MR,US,109
MR,EH,28324
MS,AG,117
MS,CA,37
MS,DM,282
MS,DO,24
MS,GY,245
MS,KN,120
MS,VC,29
MS,TT,44
MS,GB,106
MS,US,122
MT,AL,96
MT,DZ,65
MT,AR,12
MT,AM,34
MT,AU,5423
MT,AT,138
MT,BD,18
MT,BY,35
MT,BE,208
MT,BA,204
MT,BR,120
MT,BG,1132
MT,CA,2203
MT,CN,447
MT,HR,91
MT,CY,55
MT,CZ,101
MT,DK,164
MT,EG,586
MT,ER,654
MT,ET,429
MT,FI,98
MT,FR,538
MT,GE,50
MT,DE,1231
MT,GH,84
MT,GR,96
MT,HU,180
MT,IN,329
MT,ID,27
MT,IR,37
MT,IQ,103
MT,IE,341
MT,IL,13
MT,IT,1956
MT,JP,56
MT,JO,49
MT,KE,40
MT,KW,71
MT,LV,96
MT,LB,80
MT,LY,1003
MT,LT,55
MT,MY,49
MT,MA,279
MT,NL,532
MT,NZ,53
MT,NE,46
MT,NG,426
MT,NO,82
MT,PK,228
MT,PE,34
MT,PH,599
MT,PL,311
MT,PT,71
MT,MD,42
MT,RO,848
MT,RU,1188
MT,SA,33
MT,RS,690
MT,SG,38
MT,SK,127
MT,SI,26
MT,SO,1298
MT,ZA,217
MT,ES,188
MT,LK,21
MT,PS,66
MT,SD,293
MT,SE,582
MT,CH,129
MT,SY,329
MT,MK,37
MT,TH,134
MT,TT,16
MT,TN,403
MT,TR,287
MT,UA,360
MT,AE,32
MT,GB,12928
MT,US,1505
MT,UZ,24
MT,ZW,45
MU,BD,8364
MU,BE,118
MU,CA,36
MU,CN,2964
MU,HK,23
MU,FR,1511
MU,DE,136
MU,IN,8689
MU,IE,50
MU,IT,146
MU,JP,9
MU,MG,2287
MU,MY,61
MU,PK,187
MU,RU,49
MU,SC,124
MU,ZA,624
MU,ES,27
MU,LK,1131
MU,CH,105
MU,GB,456
MU,US,49
MV,AU,81
MV,AT,23
MV,BD,38620
MV,CA,98
MV,EG,38
MV,FR,119
MV,DE,260
MV,IN,13936
MV,IT,171
MV,JP,113
MV,LB,10
MV,MY,105
MV,NZ,17
MV,PK,315
MV,PH,948
MV,SG,80
MV,LK,7062
MV,SE,37
MV,CH,123
MV,TH,311
MV,GB,107
MV,US,45
MW,BI,8402
MW,CG,11605
MW,CD,2250
MW,IN,2434
MW,MZ,55184
MW,RW,6697
MW,SO,54
MW,ZA,8325
MW,GB,1486
MW,TZ,9682
MW,ZM,43144
MW,ZW,37432
MX,DZ,98
MX,AO,76
MX,AR,19214
MX,AM,135
MX,AU,607
MX,AT,509
MX,BD,73
MX,BE,863
MX,BZ,3242
MX,BO,2785
MX,BR,6359
MX,BG,250
MX,CM,48
MX,CA,14488
MX,CL,7389
MX,CN,10203
MX,CO,20658
MX,CR,2532
MX,CI,34
MX,HR,51
MX,CU,18111
MX,CZ,418
MX,KP,38
MX,CD,99
MX,DK,255
MX,DO,2043
MX,EC,2807
MX,EG,247
MX,SV,10315
MX,FI,186
MX,FR,12212
MX,DE,9975
MX,GR,254
MX,GT,54508
MX,HT,1329
MX,HN,15417
MX,HU,522
MX,IN,1210
MX,ID,194
MX,IR,385
MX,IQ,45
MX,IE,379
MX,IL,1195
MX,IT,5064
MX,JM,178
MX,JP,3065
MX,JO,56
MX,KE,89
MX,LV,45
MX,LB,991
MX,LT,82
MX,MY,74
MX,MA,328
MX,NL,1665
MX,NZ,146
MX,NI,5508
MX,NG,193
MX,NO,248
MX,PK,203
MX,PA,1801
MX,PY,786
MX,PE,9083
MX,PH,705
MX,PL,1199
MX,PT,621
MX,PR,1359
MX,KR,8593
MX,RO,560
MX,RU,1603
MX,SA,106
MX,SN,45
MX,RS,82
MX,SG,45
MX,SK,146
MX,SI,70
MX,ZA,271
MX,ES,27608
MX,PS,38
MX,SE,422
MX,CH,1487
MX,SY,193
MX,TH,164
MX,TT,26
MX,TR,273
MX,UA,463
MX,GB,3447
MX,US,899311
MX,UY,3023
MX,VE,16373
MX,VN,129
MY,AF,507
MY,AU,5416
MY,BD,365600
MY,BN,6204
MY,KH,14409
MY,CN,10575
MY,IN,135352
MY,ID,1091841
MY,IQ,589
MY,JP,16778
MY,MM,308337
MY,NP,209121
MY,NZ,2183
MY,PK,27395
MY,PH,103766
MY,KR,3492
MY,SG,81109
MY,SO,986
MY,LK,6766
MY,TH,8448
MY,GB,10049
MY,VN,89017
MZ,CV,7506
MZ,CD,2588
MZ,IN,2696
MZ,LS,8685
MZ,MW,85839
MZ,PK,1420
MZ,PT,4897
MZ,ZA,9856
MZ,TZ,8476
MZ,ZM,6583
MZ,ZW,28169
NA,AF,39
NA,DZ,448
NA,AO,34405
NA,AG,433
NA,AR,45
NA,AM,56
NA,AU,496
NA,AT,564
NA,BS,45
NA,BH,44
NA,BD,28
NA,BE,169
NA,BJ,144
NA,BW,610
NA,BR,494
NA,BG,26
NA,BF,65
NA,BI,360
NA,CM,108
NA,CA,173
NA,CL,28
NA,CN,2881
NA,CG,1036
NA,CI,26
NA,CU,629
NA,CZ,69
NA,KP,92
NA,CD,2954
NA,DK,104
NA,EG,160
NA,ET,195
NA,FI,72
NA,FR,496
NA,GM,78
NA,DE,8412
NA,GH,132
NA,GN,48
NA,IN,624
NA,ID,82
NA,IR,26
NA,IE,54
NA,IL,100
NA,IT,764
NA,JP,104
NA,KE,1029
NA,LB,42
NA,LS,115
NA,LY,32
NA,LU,39
NA,MW,341
NA,MU,98
NA,MZ,125
NA,NL,478
NA,NZ,45
NA,NG,910
NA,NO,48
NA,PK,153
NA,PH,227
NA,PL,155
NA,PT,400
NA,KR,32
NA,RO,26
NA,RU,420
NA,RW,331
NA,SN,26
NA,SC,51
NA,SL,150
NA,SO,85
NA,ZA,7872
NA,ES,318
NA,SD,183
NA,SZ,180
NA,SE,92
NA,CH,396
NA,TH,67
NA,TR,32
NA,UG,445
NA,UA,237
NA,GB,1594
NA,TZ,1018
NA,US,973
NA,ZM,2806
NA,ZW,13413
NC,DZ,823
NC,AU,363
NC,KH,774
NC,CN,122
NC,FR,38976
NC,PF,382
NC,ID,1317
NC,IT,370
NC,LA,828
NC,MA,769
NC,NZ,157
NC,ES,150
NC,TN,877
NC,VU,5069
NC,VN,819
NC,WF,8010
NE,DZ,537
NE,BJ,20924
NE,BF,22577
NE,CM,487
NE,TD,883
NE,CI,1657
NE,GH,1962
NE,LY,183
NE,ML,90580
NE,NG,98849
NE,SN,1343
NE,SD,618
NE,TG,11336
NG,BJ,362544
NG,CM,27699
NG,TD,30050
NG,GH,229048
NG,LR,21157
NG,ML,165795
NG,NE,116114
NG,SL,4195
NG,TG,152128
NI,AF,62
NI,DZ,115
NI,AG,121
NI,AR,276
NI,AT,38
NI,BS,85
NI,BE,44
NI,BZ,24
NI,BO,65
NI,BR,124
NI,BG,62
NI,CA,257
NI,CL,128
NI,CN,142
NI,CO,456
NI,CR,11011
NI,CU,961
NI,CD,48
NI,DK,53
NI,DO,70
NI,EC,113
NI,SV,2498
NI,ET,82
NI,FR,151
NI,DE,306
NI,GT,1801
NI,HT,23
NI,HN,12716
NI,IN,24
NI,IE,24
NI,IT,194
NI,JM,20
NI,JP,40
NI,JO,26
NI,MX,864
NI,NL,272
NI,NG,24
NI,PA,414
NI,PE,233
NI,PR,59
NI,KR,62
NI,RU,198
NI,SN,192
NI,SO,38
NI,ES,470
NI,SE,33
NI,CH,85
NI,UA,79
NI,GB,72
NI,US,3686
NI,UY,38
NI,VE,162
NI,YE,30
NL,AF,35346
NL,AL,1643
NL,DZ,4211
NL,AO,5221
NL,AI,24
NL,AG,35
NL,AR,3656
NL,AM,928
NL,AW,4272
NL,AU,11442
NL,AT,7054
NL,AZ,853
NL,BS,63
NL,BH,144
NL,BD,1518
NL,BB,92
NL,BY,368
NL,BE,59147
NL,BJ,308
NL,BM,37
NL,BT,328
NL,BO,942
NL,BA,905
NL,BW,257
NL,BR,18714
NL,BN,651
NL,BG,23456
NL,BF,408
NL,BI,2346
NL,CV,12583
NL,KH,807
NL,CM,1995
NL,CA,10702
NL,BQ,4685
NL,CF,68
NL,TD,95
NL,CL,3599
NL,CN,67085
NL,CO,15455
NL,CG,1016
NL,CR,846
NL,CI,1281
NL,HR,455
NL,CU,1415
NL,CW,502
NL,CY,700
NL,CZ,926
NL,KP,103
NL,CD,5309
NL,DK,3830
NL,DJ,108
NL,DM,80
NL,DO,9383
NL,EC,2530
NL,EG,14126
NL,SV,437
NL,GQ,51
NL,ER,7902
NL,EE,1098
NL,ET,13436
NL,FJ,70
NL,FI,3331
NL,FR,27807
NL,GA,104
NL,GM,718
NL,GE,358
NL,DE,131877
NL,GH,14966
NL,GI,35
NL,GR,15987
NL,GD,48
NL,GT,817
NL,GN,2653
NL,GW,262
NL,GY,2437
NL,HT,1518
NL,HN,520
NL,HU,15002
NL,IS,518
NL,IN,28912
NL,ID,132117
NL,IR,31457
NL,IQ,43737
NL,IE,5831
NL,IL,5667
NL,IT,29552
NL,JM,1050
NL,JP,6429
NL,JO,1161
NL,KZ,323
NL,KE,3327
NL,KW,1411
NL,KG,90
NL,LA,224
NL,LV,3837
NL,LB,3894
NL,LS,154
NL,LR,1934
NL,LY,971
NL,LT,5307
NL,LU,1335
NL,MG,206
NL,MW,320
NL,MY,3929
NL,ML,190
NL,MT,379
NL,MR,327
NL,MU,385
NL,MX,4577
NL,MC,99
NL,MN,550
NL,MA,180226
NL,MZ,692
NL,MM,1181
NL,NA,278
NL,NP,1925
NL,NZ,4145
NL,NI,549
NL,NE,278
NL,NG,7583
NL,NO,2888
NL,OM,709
NL,PK,13132
NL,PA,343
NL,PG,140
NL,PY,223
NL,PE,4349
NL,PH,13872
NL,PL,126133
NL,PT,18401
NL,QA,196
NL,KR,7587
NL,MD,185
NL,RO,19290
NL,RU,60808
NL,RW,1196
NL,KN,73
NL,LC,67
NL,VC,68
NL,WS,26
NL,ST,167
NL,SA,2509
NL,SN,1098
NL,RS,176
NL,SC,92
NL,SL,4161
NL,SG,3924
NL,SX,23421
NL,SK,835
NL,SI,320
NL,SO,28681
NL,ZA,14889
NL,ES,28082
NL,LK,10965
NL,SD,5009
NL,SR,191986
NL,SZ,90
NL,SE,5037
NL,CH,7515
NL,SY,10392
NL,TJ,69
NL,MK,172
NL,TH,15182
NL,TG,1228
NL,TT,591
NL,TN,4872
NL,TR,204356
NL,UG,1894
NL,UA,1872
NL,AE,1213
NL,GB,53007
NL,TZ,1555
NL,US,30259
NL,UY,703
NL,UZ,210
NL,VE,4148
NL,VN,14549
NL,YE,612
NL,ZM,1046
NL,ZW,1499
NO,AF,14257
NO,AL,1045
